White,Black,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination,Moves,Event,white_rating,black_rating,rating_diff,rated,opening_ply,ResultEncoded
birchak,AlvaroDeCampos,2008,2017,1-0,A06,Nimzowitsch-Larsen Attack,180+1,Normal,Nf3 d5 b3 c6 Bb2 Bf5 e3 Nd7 d4 Ngf6 c4 e6 Nc3 h6 Be2 Bd6 O-O O-O Re1 Qe7 Bd3 Bxd3 Qxd3 Bb4 a3 Bxc3 Bxc3 Ne4 Nd2 Nxc3 Qxc3 dxc4 Nxc4 e5 Nxe5 Nxe5 dxe5 Rfe8 f4 Rad8 Rad1 Qxa3 Ra1 Qe7 Rxa7 Rd5 h3 Rb5 Rd1 Rd8 Rd4 Rxd4 exd4 Qb4 Ra8+ Kh7 Qd3+ g6 f5 Qxb3 fxg6+ fxg6 Qxb3 Rxb3 Rd8 g5 Kf2 Kg6 Ke2 h5 Rf8 Rg3 Kf2 Rd3 Rd8 Kf5 Rd6 h4 Ke2 Rg3 Rf6+ Ke4 e6 Rxg2+ Rf2 Rg3 Kd2 Kxd4 e7 Re3 Re2,Rated Blitz game,2008,2017,-9,1,6.0,2
DESTRUCTOR3000,scarpman,1416,1582,0-1,D00,Queen's Pawn Game #2,60+0,Normal,d4 d5 e3 g6 Be2 Bg7 Nf3 Nf6 Nbd2 O-O Nb3 Re8 Bd2 b6 Nxd7 Bxd7 Bf3 e6 Ne2 Bxe4 dxe4 Nf4 dxe5 Bxe5 Rxe5 h3 Rg5 g3 Rb5 Qe7 Rd8 Qc1 Be6 Nd4 Qxe6 Qxh3 Qxg3+ Kh1 Rh5#,Rated Bullet tournament https://lichess.org/tournament/cCgRWiW2,1416,1582,-166,1,4.0,0
TaaronV,rtm,1528,1436,0-1,B57,"Sicilian Defense: Modern Variations, Main Line",120+1,Normal,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 g5 Bg3 Nxe4 Qf3 Nxg3 Qxg3 Bg7 c3 cxd4 Qa5+ Qc3 Qxc3+ Nxc3 Nc6 Nxd4 O-O Bf5 Bxf5 Nxf5 Rfe1 Rc8 Nd5 e6 g4 Nd4 Ke7 Nxe1 Rxe1 Rc2 Rb1 Rhc8 Nc3 d5 d4 Rxc1 Rxc1+ Ke2 Rc2+ Kd3 Rxb2 Kxd4 Rxa2 a5 Kd4 Rxe4+ Kxe4 a4 Kd3 b5 Kc3 Kd6 Kb4 f5 Kc3 fxg4 hxg4 Kf4 Ke2 Kf4 Kf2 a3 Kg2 a2 Kh1 Kh2 Kh3 Kh2 Kh3 Kh2 Kh3 Qaf1#,Rated Bullet game,1528,1436,92,1,10.0,0
Theorizer,FMFrancis,1501,1670,1-0,D31,Queen's Gambit Declined: Queen's Knight Variation,60+0,Time forfeit,d4 d5 c4 e6 Nc3 f5 Nf3 c6 Bg5 Nf6 Nd2 Bd6 f3 O-O e4 dxe4 fxe4 fxe4 Ndxe4 Be7 Nxf6+ Bxf6 Bxf6 Qxf6 Be2 Qf2+ Kd2 Qxd4+ Kc2 Qxd1+ Nxd1 e5 Nc3 Na6 Raf1 Nb4+ Kb3 c5 a3 Nc6 Nd5 Bf5 Bf3 e4 Bh5 g6 Be2 Na5+ Ka2 Rad8 Ka1 Rd7 Rf2 Rfd8 Rhf1 e3 Rf3 Be6 g4 Kg7 h4 Bxd5 cxd5 Rxd5 Rf7+ Kg8 g5 Rd2 Re7 Rxe2 Rff7,Rated Bullet tournament https://lichess.org/tournament/echqh2Jm,1501,1670,-169,1,6.0,2
Danny2354,marcusgardner,1300,1410,0-1,D02,Queen's Pawn Game: London System,120+0,Time forfeit,d4 d5 Bf4 Nf6 Nf3 Nh5 Bg3 Nxg3 hxg3 e6 e3 Nd7 Bd3 c6 c3 Bd6 Nbd2 Bc7 Qc2 Qe7 O-O-O b6 a3 a5 Bxh7 Ba6 Bg6 O-O-O Bd3 Bxd3 Qxd3 e5 Qa6+ Kb8 Nb3 c5 dxc5 Nxc5 Nxc5 Qxc5 Ng5 Rd7 Kc2 Rhd8 b4 Qc4 Qxc4 dxc4 Rc1 Rd2+ Kb1 Rxf2 Rhf1 Rdd2 Nxf7 Rb2+,Rated Bullet game,1300,1410,-110,1,4.0,0
negropalma10,SamuelRocha,1886,1228,1-0,A36,"English Opening: Symmetrical Variation, Fianchetto Variation",60+0,Time forfeit,c4 c5 Nc3 Nc6 g3 d6 Bg2 Bd7 d3 e6 e4 Qe7 Nge2 O-O-O O-O f5 h3 fxe4 dxe4 e5 f4 exf4 Nd5 Qg5 Nexf4 Nf6 g4 Nxg4 hxg4 Bxg4 Qe1 Bf3 Rxf3 h5 Ne6 Qe7 Nxd8 Qxd8 Rf7 h4 Bh3+,Rated Bullet tournament https://lichess.org/tournament/cCgRWiW2,1886,1228,658,1,10.0,2
subteacher,Evil_chess,1805,1838,1-0,B10,Caro-Kann Defense,60+0,Normal,e4 c6 f3 d5 d3 dxe4 fxe4 f6 Be3 e5 Ne2 g6 h3 Bg7 g3 Ne7 Bg2 Be6 Nd2 Nd7 a3 c5 g4 Nc6 Nf3 Nd4 Bxd4 cxd4 Qd2 Nc5 O-O O-O Ng3 a5 g5 f5 exf5 Bxf5 Rae1 Re8 h4 Qd7 Nh2 Re7 Be4 Nxe4 Nxe4 Bxe4 Rxe4 Rae8 Rfe1 Qh3 Qg2 Qxg2+ Kxg2 Kf7 Ng4 h5 Rf1+ Kg8 Nf6+ Bxf6 gxf6 Rf7 Rf2 Kh7 b3 b6 a4 Re6 Rf3 Rexf6 Rxf6 Rxf6 Rxe5 Kg7 Re8 Kf7 Rb8 Ke7 Rb7+ Kd6 Ra7 Kc6 Ra8 Kc7 Rg8 Kc6 Re8 Kc7 Re4 Kb7 Rxd4 Kc7 Re4 Rd6 Kg3 Rd7 Kf4 Rd6 Ke3 Rc6 Kd2 Kd6 Re8 Rc7 Rg8 Re7 Rf8 Kd7 Rf3 Re6 Re3 Rf6 Re4 Rf2+ Kc3 Re2 Rd4+ Kc7 Rc4+ Kb7 Re4 Rf2 Re3 Ka6 Re4 Rf3 Rc4 Rf2 Rd4 Kb7 Kb2 Rxc2+ Kxc2 Ka6 Kc3 b5 Re4 b4+ Kb2 Kb6 Re6+ Kc7 Rxg6 Kd7 Rg5 Ke7 Rxh5 Kf7 Rxa5 Kg7 Rb5 Kg6 Rxb4 Kf7 a5 Ke6 a6 Kd7 a7 Kd6 a8=Q Ke6 Qa5 Ke7 Rb6 Kd7 Qa7+ Ke8 Rb8#,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1805,1838,-33,1,6.0,2
nwinston,canofcoolhwip,1371,1435,1-0,C48,Four Knights Game: Ranken Variation,300+8,Normal,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 a6 Bxc6 bxc6 Nxe5 d5 exd5 cxd5 d4 Bd6 Bg5 Bxe5 dxe5 Qe7 O-O Qxe5 Re1 Ne4 Nxe4 dxe4 Qd8#,Rated Classical game,1371,1435,-64,1,6.0,2
bombyboom,pfa1989,1672,1556,1-0,B28,"Sicilian Defense: O'Kelly Variation, Venice System, Ljubojevic Line",300+0,Time forfeit,e4 c5 Nf3 a6 c3 b5 g3 Bb7 Bg2 Bxe4 O-O Nc6 d4 cxd4 Nxd4 Bxg2 Kxg2 Qc7 Nxc6 Qxc6+ Kg1 f5 Be3 Nf6 Nd2 e5 Qf3 e4 Qxf5 g6 Qe5+ Kf7 Rfe1 Bg7 Qc5 Rhe8 Qxc6 dxc6 Nb3 Nd5 Nd4 c5 Nc2 Rac8 a4 b4 Rad1 Nxe3 Nxe3 bxc3 bxc3 Bxc3 Rd7+ Kg8 Rb1 Rb8 Rbb7 Rxb7 Rxb7 Bd4 Nc4 Re6 Ra7 Rf6 Ne3 Rb6 Kg2 Bxe3 fxe3 Rb3 Rxa6 Rxe3 Ra8+ Kg7 a5 Ra3 a6 Kf6 a7 Kg5 Kh3 h6 Rc8 Rxa7 Rxc5+ Kf6 Rc6+,Rated Blitz game,1672,1556,116,1,6.0,2
kamehali1354,raill,1543,1512,1-0,C20,Bishop's Opening: Boi Variation,180+0,Time forfeit,e4 e5 Bc4 Bc5 Nf3 Nf6 O-O O-O c3 Re8 d4 exd4 cxd4 Bb6 e5 Ne4 Qb3 Qe7 Nc3 d6 Nxe4 dxe5 Bg5,Rated Blitz game,1543,1512,31,1,10.0,2
RottenPawn,KinGMaNTaKeR,1379,1427,0-1,B01,Scandinavian Defense: Modern Variation #2,300+0,Normal,e4 d5 exd5 Nf6 d3 Nxd5 Nf3 Nc6 Be2 b6 O-O Bb7 Re1 e6 Bf1 h6 Nbd2 Bd6 Nc4 Bc5 Nce5 Nxe5 Nxe5 Qf6 d4 Bd6 Bb5+ Ke7 c3 a6 Bc6 Bxc6 Nxc6+ Kd7 Ne5+ Ke7 Bd2 Rhe8 c4 Nf4 Bxf4 Qxf4 d5 Bxe5 g3 Qf6 f4 Bxb2,Rated Blitz game,1379,1427,-48,1,10.0,0
mdgncm,Umbumbulu,1278,1344,1-0,C55,Italian Game: Anti-Fried Liver Defense,480+0,Time forfeit,e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 d4 Ng4 dxe5 Nxh2 Qd5 Qe7 Nxh2 b6 Nc3 a6 Bf4 Bb7 Ng4 Rb8 Rad1 d6 exd6 cxd6 Bxd6 Nb4 Qe5 Qxe5 Nxe5 Bxd6 Rxd6 O-O Bxf7+ Kh8 Rxb6 Rxf7 Nxf7+ Kh7 Nd6 Bxe4 Rc1 Nxc2 Rxb8 Nd4 Re1 Bxg2 Kxg2 Nc2 Ree8 Nd4 Rh8+,Rated Classical game,1278,1344,-66,1,6.0,2
Molobor,JUANKARODA,1441,1518,1-0,C48,Four Knights Game: Ranken Variation,480+0,Normal,e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Qe7 d4 c5 Bg5 h6 Bh4 Be6 O-O O-O-O Nf3 Bg4 h3 Bxf3 Qxf3 cxd4 Bxf6 Qxf6 Qxf6 gxf6 Ne2 Bg7 Rad1 f5 exf5 d3 Rxd3 Bxb2 Rfd1 Rxd3 Rxd3 Re8 Nf4 Ba3 Rxa3 Re1+ Kh2 Rf1 Kg3 Rd1 Rc3 Rd5 Nxd5 c5 Rxc5+ Kb8 Ne7 h5 Kh4 f6 Kxh5 b6 Rc8+ Kb7 Kg6 b5 h4 a5 h5 b4 h6 a4 h7 Ka7 h8=Q b3 cxb3 axb3 axb3 Kb7 Qxf6 Ka7 g4 Kb7 Rc6 Ka7 Qd6 Kb7 Qd7+ Kb8 Rc8#,Rated Classical game,1441,1518,-77,1,6.0,2
zurka,ialexcampos,1572,1562,1/2-1/2,B00,Caro-Kann Defense: Hillbilly Attack,60+0,Time forfeit,e4 c6 Bc4 d5 exd5 cxd5 Bb3 e5 d4 e4 c3 Nf6 Be3 Bg4 Qe2 Bxe2 f3 exf3 gxf3 Be7 Kxe2 O-O Nd2 Nc6 Rf1 a6 f4 b5 Ngf3 a5 Bc2 b4 h4 bxc3 bxc3 Ne4 h5 Nxc3+ Kd3 Ne4 Nxe4 dxe4+ Kxe4 g6 Kd3 f5 hxg6 hxg6 Ng5 Bxg5 fxg5 Kg7 Bb3 Nb4+ Kc3 Rh8 Rd1 Rxh1 d5 Rxd1 Bd4+ Kf7 d6+ Ke8 Bc5 Kd7 Kc4 Rc8 Ba4+ Nc6 a3 Qg8+ Kb5 Rxd6 Bxd6 Kxd6 Kb6 Qd5 Kb7 Qc5 Kxc8 Ne5+ Kd8 Qxa3 Bd7 Qa4 Bxa4 Nf3 Ke8 Nxg5 Kf8 Ke5 Kg7 f4 Kxg6 f3 Kxg5 f2 Bb5 Ke4 Bf1 Ke3 Kg4,Rated Bullet game,1572,1562,10,1,6.0,1
clifford,sims86,1624,1622,0-1,C46,Four Knights Game: Halloween Gambit,300+0,Normal,e4 e5 Nf3 Nc6 Nc3 Nf6 Nxe5 Nxe5 d4 Ng6 Bc4 d6 O-O Be7 Bg5 O-O f4 Nd5 Bxe7 Ndxe7 f5 Nh8 Qf3 Nc6 Rad1 a6 e5 Na5 Bd3 d5 Nxd5 Nc6 f6 Ng6 fxg7 Kxg7 Nf6 Nxd4 Qh5 h6 c3 Ne6 Bxg6 fxg6 Qg4 Qe7 Nh5+ Kh7 Rxf8 Qxf8 Nf6+ Kg7 Qb4 Qxb4 cxb4 b6 Ne8+ Kf7 Nf6 c5 Rf1 Kg7 bxc5 Nxc5 Ne8+ Kg8 Nc7 Ra7 Nd5 Rf7 Nxb6 Rxf1+ Kxf1 Be6 a3 Nd7 Na4 Kf7 Nc3 Nxe5 Ke2 Ng4 g3 Nxh2 Ke3 Ng4+ Kf4 Nf6 Ke5 Nh5 Kd6 Nxg3 Kc6 h5 Kb6 h4 Kxa6 h3 Nd1 Ne4 b4 h2 b5 h1=Q b6 Qxd1 b7 Qa4+ Kb6 Qxa3 b8=Q Qb4+ Kc7 Qxb8+ Kxb8 g5 Kc7 g4 Kc6 g3 Kb5 g2 Kb4 Ng5 Kb5 Nh3 Kb4 g1=Q,Rated Blitz tournament https://lichess.org/tournament/summer15,1624,1622,2,1,6.0,0
Kizilov,martin77,1557,1508,1-0,C34,"King's Gambit Accepted, King's Knight Gambit",360+5,Normal,e4 e5 f4 exf4 Nf3 Bc5 d4 Bb4+ c3 Ba5 Bc4 f6 O-O d6 Nh4 Ne7 Bxf4 Nd7 Qh5+ g6 Qf3 Nb6 Bb3 a6 Bh6 Nd7 Bg7 Rf8 Bxf8 Kxf8 Nd2 b6 Nc4 Bb7 Ne3 Ng8 Ng4 Ke8 Qf4 Kf8 Nf3 Qe7 Ng5 Ke8 Bxg8 fxg5 Bf7+ Kd8 Qg3 Qxe4 Rae1 Qc6 Re8#,Rated Classical game,1557,1508,49,1,6.0,2
PiotrAnton,jstraat,1966,1948,1/2-1/2,C45,Scotch Game: Schmidt Variation,60+0,Time forfeit,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 Bd3 d5 O-O dxe4 Re1 Be7 Bxe4 Qxd1 Bxc6+ Qd7 Bxa8 O-O Nc3 Bd6 Bg5 Qf5 Bh4 Be6 Bf3 h6 Rad1 Qxc2 Bxf6 gxf6 Rd4 Qxb2 Ne2 Bxa2 Rg4+ Kh8 Nd4 Qd2 Rd1 Qb4 Nf5 Qb3 Nxh6 Qxd1+ Bxd1 f5 Rh4 Kg7 Nxf5+ Kf6 Nxd6 cxd6 Rf4+ Ke5 Rf3 Rb8 Ra3 Rb1 Rd3 Rxd1+ Rxd1 Bd5 Ra1 a5 f3 a4 Kf2 Bc6 h4 d5 h5 d4 g4 d3 Kg3 d2 h6 Kd4 h7 Kc3 Rd1 Kc2 Rxd2+ Kxd2 h8=Q a3 Qa1 Bxf3 Qxa3 Ke2 Qxf3+ Kd2 Qxf7 Kc3,Rated Bullet game,1966,1948,18,1,6.0,1
thodskyrim,elgallego1956,1327,1564,0-1,C20,King's Pawn Game: King's Head Opening #2,600+2,Normal,e4 e5 f3 Bc5 Ne2 Qh4+ g3 Qd8 Nbc3 d6 d3 a6 Nd5 c6 Ndc3 Qf6 Bg2 Bg4 Rf1 Bh5 g4 Bg6 f4 exf4 Rxf4 Qe5 d4 Qe7 dxc5 dxc5 Be3 Qh4+ Bf2 Qxh2 Bf3 Nf6 Qd6 Nbd7 O-O-O Qh6 Rh1 Qg5 Bh4 Qe5 Qxe5+ Nxe5 Bxf6 gxf6 Rh3 O-O-O Rxf6 Nc4 Nf4 Ne3 Nxg6 fxg6 e5 c4 e6 Rde8 Be2 Nd5 Rf7 Rxe6 Bxc4 Rd6 Bxd5 cxd5 Rd3 d4 Ne4 Rd7 Nf6 Rxf7 Rxd4,Rated Classical game,1327,1564,-237,1,10.0,0
ygn,Xinaxess2015,1677,1789,0-1,A45,Indian Game,300+0,Normal,d4 Nf6 e3 e6 Bc4 b6 Nf3 Bb7 O-O Be7 Ne5 d6 Ng4 Nbd7 Nxf6+ Nxf6 Nc3 O-O Qe2 e5 dxe5 dxe5 e4 h6 Rd1 Bd6 Qe3 Qe7 Qg3 Nh5 Qg4 Nf6 Qh3 Nxe4 Nxe4 Bxe4 Bxh6 gxh6 Qxh6 b5 Bxb5 Rab8 Bd3 f5 Bxe4 fxe4 b3 Qf6 Qxf6 Rxf6 c4 Rbf8 Rd2 Bc5 Rf1 e3 Re2 Rxf2 Rfxf2 Rxf2 Re1 Rxa2 Rb1 Rd2 Kf1 Rf2+ Kg1 e2 Re1 Rf1#,Rated Blitz game,1677,1789,-112,1,4.0,0
Gurmende,cybermax,1740,1545,1-0,C40,King's Pawn Game: Busch-Gass Gambit,180+0,Time forfeit,e4 e5 Nf3 Bc5 Bc4 d5 exd5 Nf6 O-O Bg4 Re1 Nbd7 d3 O-O Bg5 Be7 Nbd2 Bh5 c3 h6 Bh4 Nh7 Bxe7 Qxe7 Qb3 Ng5 Nxe5 Nxe5 f4 Qc5+ d4 Nef3+ gxf3 Nxf3+ Nxf3 Qd6 Ne5 f6 Nd3 g5 Re6 Qd7 Re7 Qg4+ Kf1 Qe2+ Rxe2 Bxe2+ Kxe2 Kg7 fxg5 Rfe8+ Kd2 hxg5 Rg1 Kh6 Nc5 Re7 Ne6 Kh5 Qxb7 Rg8 d6 Rd7 Nf4+ Kh4 Bxg8 g4 dxc7,Rated Blitz game,1740,1545,195,1,6.0,2
mirami,SewFast,1803,1658,0-1,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,60+0,Time forfeit,e4 g6 Nf3 Bg7 d4 c5 d5 d6 c4 e6 Nc3 exd5 cxd5 Nf6 Bd3 O-O h3 Re8 O-O Nbd7 Re1 Nb6 Ne5 dxe5 f4 exf4 Bxf4 c4 Bc2 Nbd7 e5 Nh5 Bh2 Bxe5 Bxe5 Rxe5 Qf3 Ng7 Rxe5 Nxe5 Qe4 Qe8 Re1 f6 Qd4 Qd7 Ba4 Qd6 Nb5 Qb6 d6 Qxd4+ Nxd4 Nd7 Re7 b5 Bc2 Ne5,Rated Bullet game,1803,1658,145,1,6.0,0
raimundo-freire,lucianolop,1642,1601,0-1,B03,Alekhine Defense,300+6,Normal,e4 Nf6 e5 Nd5 d4 d6 exd6 cxd6 h3 Qb6 Nf3 Nc6 c3 Bf5 Bd3 g6 Bxf5 gxf5 O-O O-O-O Nbd2 Qc7 Nb3 b6 Qc2 e6 Bg5 Be7 Bxe7 Qxe7 Qd2 h5 Qc1 Rdg8 Nbd2 Nf4 g3 Ne2+,Rated Classical game,1642,1601,41,1,6.0,0
Einstein314,DeadDuckVariation,1673,1544,1-0,A05,King's Indian Attack: Symmetrical Defense,60+0,Time forfeit,Nf3 Nf6 g3 g6 Bg2 Bg7 d3 d5 e4 dxe4 O-O exd3 Qe1 O-O Nc3 Re8 cxd3 Nc6 Be3 Bg4 d4 Bxf3 Bxf3 Nxd4 Bxd4 Qxd4 Rd1 Qb4 Rb1 Red8 a3 Qb3 Bd1 Qb6 Bf3 Rd6 Qc1 Rad8 Rd1 Rxd1+ Bxd1 Rxd1+ Nxd1 Ng4 Ne3 Nxe3 Qxe3 Qxe3 fxe3 f5 b4 Kf8 Rd1 Ke8 Rc1 Kd7 Rd1+ Kc6 Rd8 b6 Rg8 Bf6 Rf8 a5 Rf7 axb4 axb4 Kb5 Rxh7 Kxb4 Rh4+ Kc3 Kf1 c5 Ke2 c4 Rf4 b5 Rf1 b4 Rc1+ Kb3 Kd2 c3+ Kd1 Kc4 Rc2 b3 Rc1 c2+ Kd2 Bc3+ Ke2 b2 Rxc2 b1=Q Rxc3+ Kxc3 Kf3 Qb2 h4 Qh2 h5,Rated Bullet game,1673,1544,129,1,6.0,2
ChickenBrad,pawnfractal,1718,1393,1-0,C07,"French Defense: Tarrasch Variation, Chistyakov Defense",300+0,Normal,e4 e6 d4 d5 Nd2 c5 exd5 Qxd5 c4 Qxd4 Ngf3 Qd6 g3 Nf6 Bg2 Nc6 O-O Be7 Qc2 O-O Ne4 Qc7 Bf4 Qb6 b3 Qb4 Neg5 h6 Ne4 b6 Rad1 Rd8 Nxf6+ Bxf6 Ne5 Nd4 Rxd4 Rxd4 Bxa8 a5 Nc6 Qd2 Bxd2 Rxd2 Qxd2,Rated Blitz tournament https://lichess.org/tournament/summer15,1718,1393,325,1,6.0,2
maxkatt,Jusuf-Np,1818,2051,1-0,B07,Pirc Defense #5,300+0,Normal,e4 d6 d4 c6 f4 Qc7 Nf3 Bg4 Be2 Nd7 O-O h6 a4 a5 c4 e5 fxe5 dxe5 d5 Ngf6 Nc3 Bc5+ Kh1 O-O h3 Bxf3 Rxf3 Rad8 Rg3 Kh7 Qc2 Bd4 Be3 Qb6 Bxd4 exd4 Nd1 Ne5 Nf2 c5 b3 Qd6 Kg1 b6 h4 Nxc4 e5+ Kg8 exd6 Ne3 Qd3 Rxd6 Ne4 Nxe4 Qxe4 Rfd8 Qf4 Nxd5 Qg4 Rg6 Qf3 Rxg3 Qxg3 Re8 Bc4 Nf6 Re1,Rated Blitz game,1818,2051,-233,1,6.0,2
cobumbo,Psittacus,1133,1610,0-1,C47,Four Knights Game: Scotch Variation Accepted,300+0,Normal,e4 e5 Nc3 Nc6 Nf3 Nf6 d4 exd4 Nxd4 d6 Nxc6 bxc6 Bd3 Be7 O-O O-O Re1 Bb7 Qe2 c5 Bg5 h6 Bxf6 Bb5 c6 cxb5 Nxf6+ Qxf6 Rxe4 Rae8 Rxe1 Rxe1+ Kf2 Qxd6 Kxe1,Rated Blitz tournament https://lichess.org/tournament/summer15,1133,1610,-477,1,6.0,0
Mike0015,grasshopper,1468,1778,0-1,A04,Zukertort Opening: Kingside Fianchetto,60+0,Time forfeit,Nf3 g6 d4 Bg7 c4 e6 Nc3 Ne7 Bf4 O-O e3 d6 Bd3 Nd7 O-O a6 h3 b5 a3 bxc4 Bxc4 Bb7 b4 d5 Bd3 Nf5 Bxf5 exf5 g4 fxg4 hxg4 Nf6 Ne5 Ne4 Nxe4 dxe4 Qc2 f6 Nc4 Bd5 Nd2 Rc8 Rac1 c6 g5 f5 Rfd1 Re8 Nc4 Qd7 Nb6 Qb7 Nxc8 Rxc8 Qb2 Bf8 Rc2 Qb5 Rdc1 Rb8 Kg2 Rb7 a4 Qb6 b5 axb5 axb5 Qxb5 Qxb5 Rxb5 Re2 Kf7 Ra1 Ke6 Ra8 Bd6 Rea2 Bxf4 R2a7 Bxg5 Re8+ Kf6 Rae7 h5 Rh7 h4 Ra8 Rb2 Rah8 Rd2 Rxh4 Bxh4 Ra8 g5,Rated Bullet tournament https://lichess.org/tournament/cCgRWiW2,1468,1778,-310,1,10.0,0
Harmbar,AymanP,1434,1304,0-1,B25,"Sicilian Defense: Closed Variation, Traditional",300+0,Normal,e4 c5 Nc3 Nc6 d3 Nf6 Be3 e6 Nf3 d5 e5 Nd7 d4 cxd4 Bxd4 Be7 Bd3 O-O O-O Nxd4 Nxd4 Nxe5 Be2 Bc5 Ncb5 a6 Nc3 Qb6 Qd2 Bxd4 Na4 Qa7 Qg5 h6 Qh5 b5 Nc3 Ng6 Rad1 Bxc3 bxc3 Nf4 Qf3 Qc7,Rated Blitz tournament https://lichess.org/tournament/summer15,1434,1304,130,1,10.0,0
jortega,SturmPanzer,1636,1705,1-0,B40,Sicilian Defense: Paulsen-Basman Defense,60+0,Normal,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Bc5 Nb3 Nxc5 Qxc5 Nc3 Nf6 Bd3 a6 O-O b5 Be3 Bb7 Ng3 O-O Qd2 d5 e5 Rac1 Ne4 Nxe4 dxe4 c3 Re8 cxb4 Rd8 Qc3 Qxc8+ Bxc8 Rxc8+ Qf8 Nd7 Rxf8+ Ke8 Ba4+ Kd8 Bb6 Rxd7+ Kc8 Bc6 Rb8 Rd8#,Rated Bullet game,1636,1705,-69,1,6.0,2
elevess,Meyby521,1733,1790,1-0,C00,French Defense: Normal Variation,60+0,Normal,e4 e6 d4 c4 Nc3 Bb7 Bd3 d6 f4 Nd7 Nf3 cxd4 Nxd4 Ndb5 Be2 Nxd6+ Nxb7+ Ke8 Nxd8 Rxd8 Qc2 exf4 Bxf4 Ng6 Nd5 Be7 Nxe7 Nxe7 b4 Ne6 Qa4+ b5 Qxa6 bxc4 Qb5+ Kf8 Rfd1 Rxd1 g6 Nf4 Ne2+ Bxe2 Kg7,Rated Bullet tournament https://lichess.org/tournament/cCgRWiW2,1733,1790,-57,1,6.0,2
nxllf,yangxiaoxian,1708,2011,0-1,C00,Queen's Pawn Game: Franco-Sicilian Defense,60+0,Normal,e4 c5 d4 e6 dxc5 Nf6 Nf3 Nxe4 Bd3 Nxc5 Nc3 Nc6 Be2 Be7 Bf4 O-O Nb5 d6 Nxd6 e5 Bg5 Bxg5 Nxg5 Qxg5 O-O Bh3 Bf3 Be6 Ne4 Nxe4 Bxe4 Rad8 Qe2 Bd5 Bxd5 Rxd5 Rad1 Rfd8 Rxd5 Rxd5 Rd1 Nd4 Qc4 Nf3+ Kf1 Rxd1+ Ke2 Qd2+ Kxf3 Qd5+ Qxd5 Rxd5 Ke4 Rb5 b3 a6 c4 Rc5 Kd3 f6 b4 Rc8 a4 Kf7 b5 Ke6 Kc3 Kd6 Kb4 axb5 cxb5 b6 a5 bxa5+ Kxa5 Kc5 b6 Ra8#,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,1708,2011,-303,1,6.0,0
reydeguerras,shsalari,1472,1018,1-0,C46,Four Knights Game: Italian Variation,300+0,Normal,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bb4 a3 Bxc3 O-O d6 exd4 cxd4 Bxf3 Qd7 Bb2 e5 dxe5 Bxe5 Qxd1 Raxd1 Rfe8 Bxf6 gxf6 Bxb7 Rab8 Bxa6 Rb2 Bd3 Ra1 a4 a5 a6,Rated Blitz tournament https://lichess.org/tournament/summer15,1472,1018,454,1,6.0,2
ratso,thisisdhaas,1846,2010,0-1,A43,Old Benoni Defense,0+1,Normal,d4 c5 cxd4 Qxd4 Nc6 Qd1 e5 Nc3 f5 Nf3 Nf6 Bg5 d6 e3 Be7 Qc2 O-O a3 a6 O-O-O h4 b4 Nxb4 Qb1 g6 fxe4 Nxe4 Bxg5+ Kb1 Bf5 Nxg5 Qxg5,Rated Bullet game,1846,2010,-164,1,6.0,0
ranger64,pdxedu,2034,1368,1-0,A04,Zukertort Opening: Queen's Gambit Invitation,60+0,Time forfeit,Nf3 e6 d3 c5 c4 b6 Nc3 Bb7 g3 Ne7 Bg2 Ng6 O-O f5 Rb1 Bd6 a3 O-O b4 cxb4 axb4 Na6 Ba3 Qe7 Qa4 Nc7 Rfc1 Bc6 Nb5 Bxb5 cxb5 Rac8 Rc2 Nd5 Rbc1 Rxc2 Rxc2 Ne5 Qxa7 Nxf3+ Bxf3 Nxb4 Bxb4 Bxb4 Rc7 Bc5 Rxd7 Qf6 Kg2 g5 Rb7 g4 Bc6 Rf7 Rxf7 Qxf7 Qxf7+ Kxf7 f3 h5 fxg4 hxg4 h3 gxh3+ Kxh3 Kf6 Kg2 Kg5 Kf3 Bd6 e4 Bc5 e5 Bd4 Bd7 Bxe5 Bxe6 Kf6 Bd7 Bd4 Bc6 Bc5 Bb7 Bd4 Bc6 Bc5 Bb7 Ke5 Ke2 Kd4 Kd2,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,2034,1368,666,1,10.0,2
